id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
43,CONJUNTO GIRASOLES,Conjuntos Sector Cerca,4.1506,-73.6293,1.7,6000,1000,7000,14
44,CONJUNTO ALMERIA,Conjuntos Sector Cerca,4.1449,-73.6324,1.7,6000,1000,7000,14
45,CONDOMINIO CRISTALES,Conjuntos Sector Cerca,4.1486,-73.6371,1.7,6000,1000,7000,14
46,CONJUNTO PALAMA REAL,Conjuntos Sector Cerca,4.1531,-73.6379,1.7,6000,1000,7000,14
47,ALTOS DE LOMALINDA,Conjuntos Sector Cerca,4.1473,-73.6379,1.7,6000,1000,7000,14
48,COJUNTO VILLA KARINA,Sector Cerca Medio,4.1524,-73.6334,2.4,6000,2000,8000,16
49,CONJUNTO PRADOS DE CASTILLA,Sector Cerca Medio,4.1498,-73.6265,2.4,6000,2000,8000,16
50,EDIFICIO SANFERNANDO PLAZA,Sector Cerca Medio,4.1447,-73.6303,2.4,6000,2000,8000,16
51,PRADOS DE HIRBABUENA,Sector Cerca Medio,4.1512,-73.637,2.4,6000,2000,8000,16
52,COJUNTO MALIBU,Sector Cerca Medio,4.1497,-73.6328,2.4,6000,2000,8000,16
53,BALCONES DE PONTEVEDRA,Sector Cerca Medio,4.1451,-73.635,2.4,6000,2000,8000,16
54,ESTERO,Sector Cerca Medio,4.143,-73.615,2.4,6000,2000,8000,16
55,MACUNAIMA,Sector Cerca Medio,4.142,-73.617,2.4,6000,2000,8000,16
56,Página 3,Sector Cerca Medio,4.1438,-73.6356,2.4,6000,2000,8000,16
57,PARQUE DE LA MEMORIA,Sector Cerca Medio,4.142,-73.63,2.4,6000,2000,8000,16
58,MACARENA,Sector Cerca Medio,4.1501,-73.6376,2.4,6000,2000,8000,16
59,NOGAL,Sector Cerca Medio,4.1475,-73.633,3.1,6000,3000,9000,17
60,SAN CRISTOBAL,Sector Cerca Medio,4.1448,-73.6379,3.1,6000,3000,9000,17
61,CAMELIAS,Sector Cerca Medio,4.1536,-73.6352,3.1,6000,3000,9000,17
62,OLIMPICO BAJO,Sector Cerca Medio,4.1487,-73.6379,3.1,6000,3000,9000,17
63,VILLA ORTIX,Sector Cerca Medio,4.1493,-73.6305,2.4,6000,2000,8000,16
64,OLIMPICO,Sector Cerca Medio,4.148,-73.6292,2.4,6000,2000,8000,16
65,VILLA JHOANA,Sector Cerca Medio,4.1447,-73.6306,3.1,6000,3000,9000,17
66,CATALUÑA,Sector Cerca Medio,4.1509,-73.6382,3.1,6000,3000,9000,17
67,VILLA NIEVES,Sector Cerca Medio,4.1521,-73.6357,3.1,6000,3000,9000,17
68,DANUVIO,Sector Cerca Medio,4.1473,-73.6352,3.1,6000,3000,9000,17
69,GAUDALAJARA,Sector Cerca Medio,4.1459,-73.6338,2.4,6000,2000,8000,16
70,MARACOS,Sector Cerca Medio,4.1505,-73.6326,2.4,6000,2000,8000,16
71,MI LLANURA,Sector Cerca Medio,4.149,-73.6343,2.4,6000,2000,8000,16
72,BELLO HORISONTE,Sector Cerca Medio,4.1442,-73.6373,2.4,6000,2000,8000,16
73,SAN INGNACIO,Sector Cerca Medio,4.1474,-73.633,2.4,6000,2000,8000,16
74,"CANTARRANA 1,2,3,4,",Sector Cerca Medio,4.1472,-73.6382,2.4,6000,2000,8000,16
75,PARQUE LA LLNURA,Sector Cerca Medio,4.1502,-73.6384,2.4,6000,2000,8000,16
76,PARQUE SICUANI,Sector Cerca Medio,4.1476,-73.6322,2.4,6000,2000,8000,16
77,SAUSALITO,Sector Cerca Medio,4.1471,-73.6375,2.4,6000,2000,8000,16
78,BOCHICA,Sector Cerca Medio,4.1527,-73.6383,3.1,6000,3000,9000,17
79,CANAIMA,Sector Cerca Medio,4.1446,-73.6343,3.1,6000,3000,9000,17
80,PORTAL DEL CANAIMA,Sector Cerca Medio,4.1526,-73.6329,3.1,6000,3000,9000,17
81,Página 4,Sector Cerca Medio,4.1455,-73.6358,3.1,6000,3000,9000,17
82,SAN NISIDRO,Sector Cerca Medio,4.1442,-73.6304,3.1,6000,3000,9000,17
83,SANTA INES,Sector Cerca Medio,4.1509,-73.6339,3.1,6000,3000,9000,17
84,HOTEL ROSADO,Sector Cerca Medio,4.1456,-73.6357,3.1,6000,3000,9000,17
85,VILLA DEL SOL,Sector Cerca Medio,4.1443,-73.6354,3.1,6000,3000,9000,17
86,LA MORGUE,Sector Cerca Medio,4.1447,-73.6377,3.1,6000,3000,9000,17
87,SAN MARCOS,Sector Cerca Medio,4.1455,-73.6313,3.1,6000,3000,9000,17
88,CONJONTO TOSCANA,Sector Cerca Medio,4.1457,-73.636,3.1,6000,3000,9000,17
89,QUINTAS DE TOSCANA,Sector Cerca Medio,4.1471,-73.6372,3.1,6000,3000,9000,17
90,FLORIDA,Sector Cerca Medio,4.1534,-73.6352,3.1,6000,3000,9000,17
91,NUEVA FLORESTA,Sector Cerca Medio,4.1515,-73.6362,3.1,6000,3000,9000,17
92,TEUSACA,Sector Cerca Medio,4.15,-73.6363,3.1,6000,3000,9000,17
93,EMBUDO,Sector Cerca Medio,4.1478,-73.6304,3.1,6000,3000,9000,17
94,SANBENITO,Sector Cerca Medio,4.1438,-73.6315,3.1,6000,3000,9000,17
95,NUEVO RICAUTE,Sector Cerca Medio,4.145,-73.6323,3.1,6000,3000,9000,17
96,PORVENIR,Sector Cerca Medio,4.1532,-73.6355,3.1,6000,3000,9000,17
97,VIENTE JULIO,Sector Cerca Medio,4.1518,-73.6327,3.1,6000,3000,9000,17
98,SIMON BOLIVAR,Sector Cerca Medio,4.1515,-73.6375,2.4,6000,2000,8000,16
99,ANTONIO RICAUTE,Sector Cerca Medio,4.152,-73.6332,2.4,6000,2000,8000,16
100,BARRIO NOGALES,Sector Cerca Medio,4.1475,-73.633,2.4,6000,2000,8000,16
101,CANEY,Sector Cerca Medio,4.1468,-73.6318,2.4,6000,2000,8000,16
102,BRISAS DEL CANEY,Sector Cerca Medio,4.1468,-73.6318,2.4,6000,2000,8000,16
103,AMARAL,Sector Cerca Medio,4.1441,-73.6389,2.4,6000,2000,8000,16
104,CATATUMBO,Sector Cerca Medio,4.1464,-73.6336,2.4,6000,2000,8000,16
105,RETIRO,Sector Cerca Medio,4.1448,-73.6327,2.4,6000,2000,8000,16
106,Página 5,Sector Cerca Medio,4.1511,-73.6361,2.4,6000,2000,8000,16
107,BUENOS AIRES,Sector Cerca Medio,4.1442,-73.6359,2.4,6000,2000,8000,16
108,REMANSO,Sector Cerca Medio,4.1499,-73.6353,2.4,6000,2000,8000,16
109,HOTEL HACARITAMA,Sector Cerca Medio,4.1456,-73.6338,2.4,6000,2000,8000,16
110,CANCHA RACING,Sector Cerca Medio,4.1443,-73.6308,3.1,6000,3000,9000,17
111,HACARITAMA,Sector Cerca Medio,4.1447,-73.6386,3.1,6000,3000,9000,17
112,BARRIO PRIMAVERA,Sector Cerca Medio,4.1479,-73.636,3.1,6000,3000,9000,17
113,PARQUE PRIMAVERA,Sector Cerca Medio,4.1524,-73.6305,3.1,6000,3000,9000,17
114,CIUDADELA EL DIVINO NIÑO,Sector Cerca Medio,4.1497,-73.6292,3.1,6000,3000,9000,17
115,LAS FERIAS,Sector Cerca Medio,4.148,-73.6314,3.1,6000,3000,9000,17
116,SAN GREGORIO,Sector Cerca Medio,4.1477,-73.6329,3.1,6000,3000,9000,17
117,MAIZARO,Sector Cereo Uno,4.1517,-73.6326,3.1,6000,3000,9000,17
118,VIZCAYA,Conjuntos Y Condoninios Sector Medio,4.1522,-73.6291,3.1,6000,3000,9000,17
119,GAITAN,Conjuntos Y Condoninios Sector Medio,4.1456,-73.6352,3.1,6000,3000,9000,17
120,"CONDOMINIO DUARY 1,2",Conjuntos Y Condoninios Sector Medio,4.1457,-73.6331,3.1,6000,3000,9000,17
121,CERRO CAMPESTRE ALTO,Conjuntos Y Condoninios Sector Medio,4.1505,-73.6373,3.1,6000,3000,9000,17
122,CERRO CAMPESTRE BAJO,Conjuntos Y Condoninios Sector Medio,4.1455,-73.631,3.1,6000,3000,9000,17
123,CONDOMINIO BOSQUES DE VIZCAYA,Conjuntos Y Condoninios Sector Medio,4.1502,-73.6333,3.1,6000,3000,9000,17
124,Página 6,Conjuntos Y Condoninios Sector Medio,4.1523,-73.6321,3.1,6000,3000,9000,17
125,CONDOMINIO PORTAL DEL MOLINO,Conjuntos Y Condoninios Sector Medio,4.1461,-73.6303,3.1,6000,3000,9000,17
126,RESERVAS DEL VIZCAYA,Conjuntos Y Condoninios Sector Medio,4.1519,-73.6384,3.1,6000,3000,9000,17
127,"CONJUNTO LOS ALMENDROS 1,2",Sector Terminal,4.1282,-73.6285,3.8,6000,4000,10000,19
128,CAMINOS DE SEVILLA,Sector Terminal,4.123,-73.6323,3.8,6000,4000,10000,19
129,LLANO HERMOSO,Sector Terminal,4.1307,-73.6278,3.8,6000,4000,10000,19
130,"CONJUNTO BONNANZA 1,2",Sector Terminal,4.1284,-73.6321,3.8,6000,4000,10000,19
131,RINCON DEL LLANO,Sector Terminal,4.1307,-73.6338,3.8,6000,4000,10000,19
132,TORRES DEL MEDITERRENO,Sector Terminal,4.1295,-73.6313,3.8,6000,4000,10000,19
133,TERMINAL DE TRANSPORTE,Sector Terminal,4.128,-73.629,3.8,6000,4000,10000,19
134,"QUINTA DE MORELIA 1,2,3",Sector Terminal,4.1288,-73.628,3.8,6000,4000,10000,19
135,CONDOMINIO VILLAVENTO,Sector Terminal,4.1235,-73.6325,3.8,6000,4000,10000,19
136,CONDOMINIO CIUDAD REAL,Sector Terminal,4.1296,-73.6266,3.8,6000,4000,10000,19
137,TORRES DE PRADERA,Sector Terminal,4.1267,-73.6249,3.8,6000,4000,10000,19
138,CONDOMINIO VILLA VALERIA,Sector Terminal,4.1265,-73.6269,3.8,6000,4000,10000,19
139,Página 7,Sector Terminal,4.1314,-73.6335,3.8,6000,4000,10000,19
140,CONDOMINIO CANAGUAY,Sector Terminal,4.1258,-73.6316,3.8,6000,4000,10000,19
141,JARDINES DE SANTORINE,Sector Terminal,4.1307,-73.6281,3.8,6000,4000,10000,19
142,LLANO REAL CLUB HOUSE,Sector Terminal,4.128,-73.6272,3.8,6000,4000,10000,19
143,PALMAS DE VALLARTA,Sector Terminal,4.1251,-73.6273,3.8,6000,4000,10000,19
144,CONJUNTO TERRABELA,Sector Terminal,4.1292,-73.6276,3.8,6000,4000,10000,19
145,BOSQUES DE MORELIA,Sector Amarilo,4.1079,-73.6013,6.6,6000,8000,14000,26
146,"NUEVA ESPERANZA 1,2",Sector Amarilo,4.1078,-73.6065,6.6,6000,8000,14000,26
147,CONDOMINIO SIENDA MANOY,Sector Amarilo,4.1082,-73.6035,6.6,6000,8000,14000,26
148,QUINTAS DE SANTA CLARA,Sector Amarilo,4.1044,-73.6067,6.6,6000,8000,14000,26
149,BARRIO VILLA DEL ALCARABAN,Sector Amarilo,4.1112,-73.6092,6.6,6000,8000,14000,26
150,URBANIZACION CALATRABA,Sector Amarilo,4.1037,-73.6083,6.6,6000,8000,14000,26
151,TERRA VERDE,Sector Amarilo,4.1097,-73.6015,6.6,6000,8000,14000,26
152,ALAMEDA DEL BOSQUE,Sector Amarilo,4.1495,-73.631,6.6,6000,8000,14000,26
153,REMANSOS DEL LLANO,Sector Amarilo,4.1081,-73.6026,6.6,6000,8000,14000,26
154,SAN GERARDO,Sector Amarilo,4.11,-73.6099,6.6,6000,8000,14000,26
155,TERRA VELA,Sector Amarilo,4.1051,-73.6008,6.6,6000,8000,14000,26
156,Página 8,Sector Amarilo,4.1109,-73.6062,6.6,6000,8000,14000,26
157,AMARILO MORICHAL,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
158,AMARILO CIMARON,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
159,AMARILO ALBORADA,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
160,AMARILO PIEDEMONTE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
161,AMARILO ARAUCO,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
162,AMARILO ZAINOS,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
163,"AMARILO PASOLLONO 1,2,3,4",Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
164,AMARILO ALCARABN,Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
165,AMARILO MAPIRE,Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
166,AMARILO OCARROS,Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
167,AMARILO ARBOLEDA CAMPESTRE,Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
168,AMARILO PRADO VERDE,Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
169,AMARILO ARBOLEDA CAMPESTRE IV 4,Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
170,"AMARILO LLANO ALTO 1,2,3,4",Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
171,VILLA HERMOSA,Sector Amarilo,4.1117,-73.6067,8.0,6000,10000,16000,30
172,CONDOMINIO CAMPSTRE CARACOLI,Sector Amarilo,4.1042,-73.6046,8.0,6000,10000,16000,30
173,Página 9,Sector Amarilo,4.1061,-73.6028,8.7,6000,11000,17000,31
174,GIMNASIO LOS ALCAZARES,Sector Amarilo,4.1116,-73.601,8.7,6000,11000,17000,31
175,LAS MERCEDES,Sector Los Centauros,4.1098,-73.6117,6.6,6000,8000,14000,26
176,"MULTIFAMILIARES CENTAUROS BLOQUE A,B,C,D",Sector Los Centauros,4.1135,-73.6055,6.6,6000,8000,14000,26
177,PORTALES DE GRATAMIRA,Sector Los Centauros,4.1122,-73.6074,6.6,6000,8000,14000,26
178,BALCONES DE GRATAMIRA,Sector Los Centauros,4.1082,-73.6135,6.6,6000,8000,14000,26
179,"TORRES DE SALERMO 1,2",Sector Los Centauros,4.1141,-73.6111,6.6,6000,8000,14000,26
180,CONDOMINIO SANTA ANA,Sector Los Centauros,4.1165,-73.6093,5.9,6000,7000,13000,24
181,CONDOMINIO LA FONTANA,Sector Los Centauros,4.1143,-73.6131,5.9,6000,7000,13000,24
182,CONDOMINIO SANTA PAULA,Sector Los Centauros,4.1079,-73.6091,5.9,6000,7000,13000,24
183,PRADOS DE MARICURE,Sector Los Centauros,4.1078,-73.6079,5.9,6000,7000,13000,24
184,UNIVERSIDAD UNIMINUTO,Sector Los Centauros,4.1123,-73.6113,5.9,6000,7000,13000,24
185,CANCHA SINTETICA QUARZO,Sector Los Centauros,4.1146,-73.6146,5.9,6000,7000,13000,24
186,RENAUULT CASATORO,Sector Los Centauros,4.1135,-73.6097,5.9,6000,7000,13000,24
187,CHEVROLET,Sector Los Centauros,4.1074,-73.6075,5.9,6000,7000,13000,24
188,Página 10,Sector Los Centauros,4.1128,-73.6058,5.9,6000,7000,13000,24
189,NISSAN,Sector Los Centauros,4.1079,-73.612,5.2,6000,6000,12000,23
190,SUZUKI ALCALA MOTOR,Sector Los Centauros,4.1133,-73.6147,5.2,6000,6000,12000,23
191,CANCHA MONACO,Sector Los Centauros,4.1086,-73.6136,5.9,6000,7000,13000,24
192,BAR TERRAZA,Sector Los Centauros,4.116,-73.6066,5.2,6000,6000,12000,23
193,7 DE AGOSTO,Sector Barzal,4.1469,-73.64,3.1,6000,3000,9000,17
194,BARZAL BAJO,Sector Barzal,4.1442,-73.6365,3.8,6000,4000,10000,19
195,BARZAL ALTO,Sector Barzal,4.1435,-73.6375,3.8,6000,4000,10000,19
196,CLUB VILLAVICENCIO,Sector Barzal,4.1462,-73.6342,5.9,6000,7000,13000,24
197,MESETAS,Sector Barzal,4.1401,-73.6375,3.8,6000,4000,10000,19
198,ELECTRIFICADORA EMSA,Sector Barzal,4.1455,-73.6334,3.8,6000,4000,10000,19
199,BALATA,Sector Barzal,4.1487,-73.6389,3.8,6000,4000,10000,19
200,CAMOA,Sector Barzal,4.1415,-73.6414,3.8,6000,4000,10000,19
201,SALLE,Sector Barzal,4.1435,-73.6326,3.8,6000,4000,10000,19
202,POZO VEIENTE,Sector Barzal,4.1485,-73.6321,3.8,6000,4000,10000,19
203,RECODO BARZAL,Sector Barzal,4.1442,-73.6365,5.2,6000,6000,12000,23
204,AZOTEA,Sector Salud Barzal,4.1484,-73.6378,3.8,6000,4000,10000,19
205,HOSPITAL DEPARTAMENTAL,Sector Salud Barzal,4.1398,-73.6378,3.8,6000,4000,10000,19
206,HOSPITAL DE LA GENTE,Sector Salud Barzal,4.1451,-73.636,3.8,6000,4000,10000,19
207,LIGA CONTRA EL CANCER,Sector Salud Barzal,4.1416,-73.6335,3.8,6000,4000,10000,19
208,Página 11,Sector Salud Barzal,4.1479,-73.6415,3.8,6000,4000,10000,19
209,SOMOS,Sector Salud Barzal,4.1474,-73.6333,3.1,6000,3000,9000,17
210,CLINICA PRIMAVERA,Sector Salud Barzal,4.1458,-73.6341,3.1,6000,3000,9000,17
211,CLINICA META,Sector Salud Barzal,4.1459,-73.6341,3.1,6000,3000,9000,17
212,NUEVA CLINICA BARZAL,Sector Salud Barzal,4.1442,-73.6365,3.1,6000,3000,9000,17
213,SERVIMEDICOS,Sector Salud Barzal,4.1478,-73.6365,3.1,6000,3000,9000,17
214,SANITAS,Sector Salud Barzal,4.143,-73.6323,3.1,6000,3000,9000,17
215,CAJACOPI BARZAL,Sector Salud Barzal,4.1442,-73.6365,4.5,6000,5000,11000,21
216,CLINICA CARDIOVASCULAR,Sector Salud Barzal,4.141,-73.6316,4.5,6000,5000,11000,21
217,SALUDA TOTAL,Sector Salud Barzal,4.1405,-73.6408,4.5,6000,5000,11000,21
218,CAPILLAS DE LA FE,Sector Salud Barzal,4.1392,-73.6403,4.5,6000,5000,11000,21
219,IPS MONTANO MEDICAL BUQUE,Sector Salud Barzal,4.135,-73.642,4.5,6000,5000,11000,21
220,IPS CUIDAR BUQUE,Sector Salud Barzal,4.135,-73.642,4.5,6000,5000,11000,21
221,IPS CENTRO MERDICO DE REHABULITACION,Sector Salud Barzal,4.1488,-73.6339,4.5,6000,5000,11000,21
222,IPS CENTRO TERAPEUTICO INTEGRAL,Sector Salud Barzal,4.1488,-73.6339,3.8,6000,4000,10000,19
223,LABORATORIO CLINICO,Sector Salud Barzal,4.1392,-73.6344,3.1,6000,3000,9000,17
224,UNIDAD AMBULATORIA DE ALTA COMPLEJI,Sector Salud Barzal,4.1412,-73.6395,3.1,6000,3000,9000,17
225,Página 12,Sector Salud Barzal,4.1461,-73.6345,3.1,6000,3000,9000,17
226,IPS MULTISALUD,Sector Salud Barzal,4.1439,-73.6409,3.1,6000,3000,9000,17
227,IPS PREVIS,Sector Salud Barzal,4.1404,-73.6322,3.1,6000,3000,9000,17
228,IPS REHABILITAR,Sector Salud Barzal,4.1458,-73.6398,3.8,6000,4000,10000,19
229,IPS SANTA BARBARA,Sector Salud Barzal,4.1451,-73.6379,4.5,6000,5000,11000,21
230,CLINICA OCULAR BUQUE,Sector Grama,4.135,-73.642,3.8,6000,4000,10000,19
231,EMPORIO,Sector Grama,4.1569,-73.6424,5.2,6000,6000,12000,23
232,TRIUNFO,Sector Grama,4.1601,-73.6397,5.2,6000,6000,12000,23
233,GALAN,Sector Grama,4.1539,-73.6387,5.2,6000,6000,12000,23
234,ALCACERES,Sector Grama,4.1574,-73.6427,5.2,6000,6000,12000,23
235,ESMERALDA,Sector Grama,4.159,-73.6414,5.2,6000,6000,12000,23
236,GRAMA,Sector Grama,4.1585,-73.6415,5.2,6000,6000,12000,23
237,ESCUELA DE CARABINEROS,Sector Grama,4.1592,-73.6454,5.9,6000,7000,13000,24
238,DOCE DE OCTUBRE,Sector Grama,4.1562,-73.6449,5.9,6000,7000,13000,24
239,SANTA JOSEFA MILITAR,Sector Grama,4.157,-73.6411,5.9,6000,7000,13000,24
240,SAN FELIPE,Sector Grama,4.155,-73.6412,5.9,6000,7000,13000,24
241,PANORAMA,Sector Grama,4.1572,-73.6403,5.9,6000,7000,13000,24
242,VIRREY,Sector Grama,4.1631,-73.642,5.9,6000,7000,13000,24
243,CAMPIÑA,Sector Grama,4.1547,-73.6439,5.9,6000,7000,13000,24
244,CHAPINERO BAJO,Sector Grama,4.1584,-73.64,5.9,6000,7000,13000,24
245,CHAPINERO ALTO,Sector Grama Conjuntos Y Edificios,4.154,-73.6413,5.2,6000,6000,12000,23
246,NUEVA GRANADA,Sector Grama Conjuntos Y Edificios,4.1563,-73.6426,5.2,6000,6000,12000,23
247,RONDINELA,Sector Grama Conjuntos Y Edificios,4.1578,-73.6379,5.2,6000,6000,12000,23
248,PRADERA,Sector Grama Conjuntos Y Edificios,4.1561,-73.6405,5.2,6000,6000,12000,23
249,Página 13,Sector Grama Conjuntos Y Edificios,4.1596,-73.6415,5.2,6000,6000,12000,23
250,CONDOMINIO PUERTA DEL SOL,Sector Grama Conjuntos Y Edificios,4.1564,-73.6393,5.2,6000,6000,12000,23
251,"CONJUNTO RESIDENCIAL CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1631,-73.644,5.2,6000,6000,12000,23
252,"COJUNTO RESIDENCIAL SAN ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1595,-73.6366,5.9,6000,7000,13000,24
253,CONJUNTO PRADROS DE SAN FRANCISCO,Sector Grama Conjuntos Y Edificios,4.155,-73.6448,5.9,6000,7000,13000,24
254,"SAN ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1555,-73.6367,5.9,6000,7000,13000,24
255,"LOS CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1593,-73.6369,5.9,6000,7000,13000,24
256,PANORAMA DEL CAMPO,Sector Grama Conjuntos Y Edificios,4.161,-73.6368,5.9,6000,7000,13000,24
257,LA ARENERA,Sector Caudal,4.1606,-73.6374,4.5,6000,5000,11000,21
258,CAUDAL,Sector Caudal,4.1595,-73.638,4.5,6000,5000,11000,21
259,CONJUNTO TRIANGULO,Sector Caudal,4.1621,-73.6388,4.5,6000,5000,11000,21
260,EDIFICIO MONTEBELLO,Sector Caudal,4.164,-73.6412,4.5,6000,5000,11000,21
261,"TORRES DEL CAUDAL 1,2",Sector Caudal,4.1595,-73.638,4.5,6000,5000,11000,21
262,Página 14,Sector Caudal,4.1552,-73.639,4.5,6000,5000,11000,21
263,TERRAZAS DEL LLANO,Sector Caudal,4.1639,-73.6342,4.5,6000,5000,11000,21
264,TORRRES CLUB,Sector Caudal,4.1643,-73.6356,4.5,6000,5000,11000,21
265,CLUB META,Sector Caudal,4.1628,-73.6429,4.5,6000,5000,11000,21
266,EDIFICIO PLAZA,Sector Caudal,4.1594,-73.6352,4.5,6000,5000,11000,21
267,ALAMEDA ORIENTAL CAUDAL,Sector Caudal,4.1595,-73.638,4.5,6000,5000,11000,21
268,EDIFICIO COSTA BELLA CAUDAL ALTO,Sector Este Kirpas,4.1595,-73.638,7.3,6000,9000,15000,28
269,EDIDIFICIO AGORA,Sector Este Kirpas,4.142,-73.6029,7.3,6000,9000,15000,28
270,CONJUNTO ARAGUANEY CAUDAL,Sector Este Kirpas,4.1595,-73.638,7.3,6000,9000,15000,28
271,HOTEL DEL LLANO,Sector Este Kirpas,4.1354,-73.6028,7.3,6000,9000,15000,28
272,EDIFICIO BELLO HORISONTE CAUDAL,Sector Este Kirpas,4.1595,-73.638,7.3,6000,9000,15000,28
273,CONJUNTO SARARE CAUDAL,Sector Este Kirpas,4.1595,-73.638,7.3,6000,9000,15000,28
274,VALLES DE ARAGON,Sector Este Kirpas,4.1381,-73.6036,7.3,6000,9000,15000,28
