id,sector,barrio,tarifa_base,recargo_distancia,tarifa_total,tiempo_estimado,distancia_aprox_km
76,SECTOR GENERAL,PORTAL DEL CANAIMA,9000,0,9000,30-40 min,6.0
77,SECTOR GENERAL,SAN NISIDRO,9000,0,9000,30-40 min,6.0
78,SECTOR GENERAL,SANTA INES,9000,0,9000,30-40 min,6.0
79,SECTOR GENERAL,HOTEL ROSADO,9000,0,9000,30-40 min,6.0
80,SECTOR GENERAL,VILLA DEL SOL,9000,0,9000,30-40 min,6.0
81,SECTOR GENERAL,LA MORGUE,9000,0,9000,30-40 min,6.0
82,SECTOR GENERAL,SAN MARCOS,9000,0,9000,30-40 min,6.0
83,SECTOR GENERAL,CONJONTO TOSCANA,9000,0,9000,30-40 min,6.0
84,SECTOR GENERAL,QUINTAS DE TOSCANA,9000,0,9000,30-40 min,6.0
85,SECTOR GENERAL,FLORIDA,9000,0,9000,30-40 min,6.0
86,SECTOR GENERAL,NUEVA FLORESTA,9000,0,9000,30-40 min,6.0
87,SECTOR GENERAL,TEUSACA,9000,0,9000,30-40 min,6.0
88,SECTOR GENERAL,EMBUDO,9000,0,9000,30-40 min,6.0
89,SECTOR GENERAL,SANBENITO,9000,0,9000,30-40 min,6.0
90,SECTOR GENERAL,NUEVO RICAUTE,9000,0,9000,30-40 min,6.0
91,SECTOR GENERAL,PORVENIR,9000,0,9000,30-40 min,6.0
92,SECTOR GENERAL,VIENTE JULIO,9000,0,9000,30-40 min,6.0
93,SECTOR GENERAL,SIMON BOLIVAR,9000,0,9000,30-40 min,6.0
94,SECTOR GENERAL,ANTONIO RICAUTE,9000,0,9000,30-40 min,6.0
95,SECTOR GENERAL,BARRIO NOGALES,9000,0,9000,30-40 min,6.0
96,SECTOR GENERAL,CANEY,9000,0,9000,30-40 min,6.0
97,SECTOR GENERAL,BRISAS DEL CANEY,9000,0,9000,30-40 min,6.0
98,SECTOR GENERAL,AMARAL,9000,0,9000,30-40 min,6.0
99,SECTOR GENERAL,CATATUMBO,9000,0,9000,30-40 min,6.0
100,SECTOR GENERAL,RETIRO,9000,0,9000,30-40 min,6.0
101,SECTOR GENERAL,BUENOS AIRES,9000,0,9000,30-40 min,6.0
102,SECTOR GENERAL,REMANSO,9000,0,9000,30-40 min,6.0
103,SECTOR GENERAL,VIZCAYA,9000,0,9000,30-40 min,6.0
104,SECTOR GENERAL,HOTEL HACARITAMA,9000,0,9000,30-40 min,6.0
105,SECTOR GENERAL,CANCHA RACING,9000,0,9000,30-40 min,6.0
106,SECTOR GENERAL,HACARITAMA,9000,0,9000,30-40 min,6.0
107,SECTOR GENERAL,BARRIO PRIMAVERA,9000,0,9000,30-40 min,6.0
108,SECTOR GENERAL,PARQUE PRIMAVERA,9000,0,9000,30-40 min,6.0
109,SECTOR GENERAL,CIUDADELA EL DIVINO NIÑO,9000,0,9000,30-40 min,6.0
110,SECTOR GENERAL,LAS FERIAS,9000,0,9000,30-40 min,6.0
111,SECTOR GENERAL,GAITAN,9000,0,9000,30-40 min,6.0
112,SECTOR GENERAL,SAN GREGORIO,9000,0,9000,30-40 min,6.0
113,SECTOR CEREO UNO,MAIZARO,9000,0,9000,30-40 min,6.0
114,SECTOR CEREO UNO,"CONDOMINIO DUARY 1,2",9000,0,9000,30-40 min,6.0
115,SECTOR CEREO UNO,CERRO CAMPESTRE ALTO,9000,0,9000,30-40 min,6.0
116,SECTOR CEREO UNO,CERRO CAMPESTRE BAJO,9000,0,9000,30-40 min,6.0
117,SECTOR CEREO UNO,CONDOMINIO BOSQUES DE VIZCAYA,9000,0,9000,30-40 min,6.0
118,SECTOR CEREO UNO,CONDOMINIO PORTAL DEL MOLINO,9000,0,9000,30-40 min,6.0
119,SECTOR CEREO UNO,RESERVAS DEL VIZCAYA,9000,0,9000,30-40 min,6.0
120,SECTOR CEREO UNO,"CONJUNTO LOS ALMENDROS 1,2",9000,0,9000,30-40 min,6.0
121,SECTOR CEREO UNO,CAMINOS DE SEVILLA,9000,0,9000,30-40 min,6.0
122,SECTOR CEREO UNO,LLANO HERMOSO,9000,0,9000,30-40 min,6.0
123,SECTOR CEREO UNO,"CONJUNTO BONNANZA 1,2",9000,0,9000,30-40 min,6.0
124,SECTOR CEREO UNO,RINCON DEL LLANO,9000,0,9000,30-40 min,6.0
125,SECTOR CEREO UNO,TORRES DEL MEDITERRENO,9000,0,9000,30-40 min,6.0
126,SECTOR CEREO UNO,TERMINAL DE TRANSPORTE,9000,0,9000,30-40 min,6.0
127,SECTOR CEREO UNO,"QUINTA DE MORELIA 1,2,3",9000,0,9000,30-40 min,6.0
128,SECTOR CEREO UNO,CONDOMINIO VILLAVENTO,9000,0,9000,30-40 min,6.0
129,SECTOR CEREO UNO,CONDOMINIO CIUDAD REAL,9000,0,9000,30-40 min,6.0
130,SECTOR CEREO UNO,TORRES DE PRADERA,9000,0,9000,30-40 min,6.0
131,SECTOR CEREO UNO,CONDOMINIO VILLA VALERIA,9000,0,9000,30-40 min,6.0
132,SECTOR CEREO UNO,CONDOMINIO CANAGUAY,9000,0,9000,30-40 min,6.0
133,SECTOR CEREO UNO,JARDINES DE SANTORINE,9000,0,9000,30-40 min,6.0
134,SECTOR GENERAL,LLANO REAL CLUB HOUSE,8000,0,8000,25-35 min,4.5
135,SECTOR GENERAL,PALMAS DE VALLARTA,8000,0,8000,25-35 min,4.5
136,SECTOR GENERAL,CONJUNTO TERRABELA,8000,0,8000,25-35 min,4.5
137,SECTOR GENERAL,BOSQUES DE MORELIA,8000,0,8000,25-35 min,4.5
138,SECTOR GENERAL,"NUEVA ESPERANZA 1,2",8000,0,8000,25-35 min,4.5
139,SECTOR GENERAL,CONDOMINIO SIENDA MANOY,8000,0,8000,25-35 min,4.5
140,SECTOR GENERAL,QUINTAS DE SANTA CLARA,8000,0,8000,25-35 min,4.5
141,SECTOR GENERAL,BARRIO VILLA DEL ALCARABAN,8000,0,8000,25-35 min,4.5
142,SECTOR GENERAL,URBANIZACION CALATRABA,8000,0,8000,25-35 min,4.5
143,SECTOR GENERAL,TERRA VERDE,8000,0,8000,25-35 min,4.5
144,SECTOR GENERAL,ALAMEDA DEL BOSQUE,8000,0,8000,25-35 min,4.5
145,SECTOR GENERAL,REMANSOS DEL LLANO,8000,0,8000,25-35 min,4.5
146,SECTOR GENERAL,SAN GERARDO,8000,0,8000,25-35 min,4.5
147,SECTOR GENERAL,TERRA VELA,8000,0,8000,25-35 min,4.5
148,SECTOR GENERAL,AMARILO MORICHAL,8000,0,8000,25-35 min,4.5
149,SECTOR GENERAL,AMARILO CIMARON,8000,0,8000,25-35 min,4.5
150,SECTOR GENERAL,AMARILO ALBORADA,8000,0,8000,25-35 min,4.5
151,SECTOR GENERAL,AMARILO PIEDEMONTE,8000,0,8000,25-35 min,4.5
152,SECTOR GENERAL,AMARILO ARAUCO,8000,0,8000,25-35 min,4.5
153,SECTOR GENERAL,AMARILO ZAINOS,8000,0,8000,25-35 min,4.5
154,SECTOR GENERAL,"AMARILO PASOLLONO 1,2,3,4",8000,0,8000,25-35 min,4.5
155,SECTOR GENERAL,AMARILO ALCARABN,8000,0,8000,25-35 min,4.5
156,SECTOR GENERAL,AMARILO MAPIRE,8000,0,8000,25-35 min,4.5
157,SECTOR GENERAL,AMARILO OCARROS,8000,0,8000,25-35 min,4.5
158,SECTOR GENERAL,AMARILO ARBOLEDA CAMPESTRE,8000,0,8000,25-35 min,4.5
159,SECTOR GENERAL,AMARILO PRADO VERDE,8000,0,8000,25-35 min,4.5
160,SECTOR GENERAL,AMARILO ARBOLEDA CAMPESTRE IV 4,8000,0,8000,25-35 min,4.5
161,SECTOR GENERAL,"AMARILO LLANO ALTO 1,2,3,4",8000,0,8000,25-35 min,4.5
162,SECTOR GENERAL,VILLA HERMOSA,8000,0,8000,25-35 min,4.5
163,SECTOR GENERAL,CONDOMINIO CAMPSTRE CARACOLI,8000,0,8000,25-35 min,4.5
164,SECTOR GENERAL,GIMNASIO LOS ALCAZARES,8000,0,8000,25-35 min,4.5
165,SECTOR GENERAL,LAS MERCEDES,8000,0,8000,25-35 min,4.5
166,SECTOR GENERAL,"MULTIFAMILIARES CENTAUROS BLOQUE A,B,C,D",8000,0,8000,25-35 min,4.5
167,SECTOR GENERAL,PORTALES DE GRATAMIRA,8000,0,8000,25-35 min,4.5
168,SECTOR GENERAL,BALCONES DE GRATAMIRA,8000,0,8000,25-35 min,4.5
169,SECTOR GENERAL,"TORRES DE SALERMO 1,2",8000,0,8000,25-35 min,4.5
170,SECTOR GENERAL,CONDOMINIO SANTA ANA,8000,0,8000,25-35 min,4.5
171,SECTOR GENERAL,CONDOMINIO LA FONTANA,8000,0,8000,25-35 min,4.5
172,SECTOR GENERAL,CONDOMINIO SANTA PAULA,8000,0,8000,25-35 min,4.5
173,SECTOR GENERAL,PRADOS DE MARICURE,8000,0,8000,25-35 min,4.5
174,SECTOR GENERAL,UNIVERSIDAD UNIMINUTO,14000,0,14000,35-50 min,8.5
175,SECTOR GENERAL,CANCHA SINTETICA QUARZO,14000,0,14000,35-50 min,8.5
176,SECTOR GENERAL,RENAUULT CASATORO,14000,0,14000,35-50 min,8.5
177,SECTOR GENERAL,CHEVROLET,14000,0,14000,35-50 min,8.5
178,SECTOR GENERAL,NISSAN,14000,0,14000,35-50 min,8.5
179,SECTOR GENERAL,SUZUKI ALCALA MOTOR,14000,0,14000,35-50 min,8.5
180,SECTOR GENERAL,CANCHA MONACO,14000,0,14000,35-50 min,8.5
181,SECTOR GENERAL,BAR TERRAZA,14000,0,14000,35-50 min,8.5
182,SECTOR GENERAL,7 DE AGOSTO,14000,0,14000,35-50 min,8.5
183,SECTOR GENERAL,BARZAL BAJO,14000,0,14000,35-50 min,8.5
184,SECTOR GENERAL,BARZAL ALTO,14000,0,14000,35-50 min,8.5
185,SECTOR GENERAL,CLUB VILLAVICENCIO,14000,0,14000,35-50 min,8.5
186,SECTOR GENERAL,MESETAS,14000,0,14000,35-50 min,8.5
187,SECTOR GENERAL,ELECTRIFICADORA EMSA,14000,0,14000,35-50 min,8.5
188,SECTOR GENERAL,BALATA,14000,0,14000,35-50 min,8.5
189,SECTOR GENERAL,CAMOA,14000,0,14000,35-50 min,8.5
190,SECTOR GENERAL,SALLE,14000,0,14000,35-50 min,8.5
191,SECTOR GENERAL,POZO VEIENTE,14000,0,14000,35-50 min,8.5
192,SECTOR GENERAL,RECODO BARZAL,14000,0,14000,35-50 min,8.5
193,SECTOR GENERAL,AZOTEA,14000,0,14000,35-50 min,8.5
194,SECTOR GENERAL,HOSPITAL DEPARTAMENTAL,14000,0,14000,35-50 min,8.5
195,SECTOR GENERAL,HOSPITAL DE LA GENTE,14000,0,14000,35-50 min,8.5
196,SECTOR GENERAL,LIGA CONTRA EL CANCER,14000,0,14000,35-50 min,8.5
197,SECTOR GENERAL,SOMOS,14000,0,14000,35-50 min,8.5
198,SECTOR GENERAL,CLINICA PRIMAVERA,14000,0,14000,35-50 min,8.5
199,SECTOR GENERAL,CLINICA META,14000,0,14000,35-50 min,8.5
200,SECTOR GENERAL,NUEVA CLINICA BARZAL,14000,0,14000,35-50 min,8.5
201,SECTOR GENERAL,SERVIMEDICOS,14000,0,14000,35-50 min,8.5
202,SECTOR GENERAL,SANITAS,14000,0,14000,35-50 min,8.5
203,SECTOR GENERAL,CAJACOPI BARZAL,14000,0,14000,35-50 min,8.5
204,SECTOR GENERAL,CLINICA CARDIOVASCULAR,14000,0,14000,35-50 min,8.5
205,SECTOR GENERAL,SALUDA TOTAL,14000,0,14000,35-50 min,8.5
206,SECTOR GENERAL,CAPILLAS DE LA FE,14000,0,14000,35-50 min,8.5
207,SECTOR GENERAL,IPS MONTANO MEDICAL BUQUE,14000,0,14000,35-50 min,8.5
208,SECTOR GENERAL,IPS CUIDAR BUQUE,14000,0,14000,35-50 min,8.5
209,SECTOR GENERAL,IPS CENTRO MERDICO DE REHABULITACION,14000,0,14000,35-50 min,8.5
210,SECTOR GENERAL,IPS CENTRO TERAPEUTICO INTEGRAL,14000,0,14000,35-50 min,8.5
211,SECTOR GENERAL,LABORATORIO CLINICO,14000,0,14000,35-50 min,8.5
212,SECTOR GENERAL,UNIDAD AMBULATORIA DE ALTA COMPLEJI,14000,0,14000,35-50 min,8.5
213,SECTOR GENERAL,IPS MULTISALUD,11000,0,11000,35-50 min,8.5
214,SECTOR GENERAL,IPS PREVIS,11000,0,11000,35-50 min,8.5
215,SECTOR GENERAL,IPS REHABILITAR,11000,0,11000,35-50 min,8.5
216,SECTOR GENERAL,IPS SANTA BARBARA,11000,0,11000,35-50 min,8.5
217,SECTOR GENERAL,CLINICA OCULAR BUQUE,11000,0,11000,35-50 min,8.5
218,SECTOR GENERAL,EMPORIO,11000,0,11000,35-50 min,8.5
219,SECTOR GENERAL,TRIUNFO,11000,0,11000,35-50 min,8.5
220,SECTOR GENERAL,GALAN,11000,0,11000,35-50 min,8.5
221,SECTOR GENERAL,ALCACERES,11000,0,11000,35-50 min,8.5
222,SECTOR GENERAL,ESMERALDA,11000,0,11000,35-50 min,8.5
223,SECTOR GENERAL,GRAMA,11000,0,11000,35-50 min,8.5
224,SECTOR GENERAL,ESCUELA DE CARABINEROS,11000,0,11000,35-50 min,8.5
225,SECTOR GENERAL,DOCE DE OCTUBRE,11000,0,11000,35-50 min,8.5
226,SECTOR GENERAL,SANTA JOSEFA MILITAR,11000,0,11000,35-50 min,8.5
227,SECTOR GENERAL,SAN FELIPE,11000,0,11000,35-50 min,8.5
228,SECTOR GENERAL,PANORAMA,11000,0,11000,35-50 min,8.5
229,SECTOR GENERAL,VIRREY,11000,0,11000,35-50 min,8.5
230,SECTOR GENERAL,CAMPIÑA,11000,0,11000,35-50 min,8.5
231,SECTOR GENERAL,CHAPINERO BAJO,11000,0,11000,35-50 min,8.5
232,SECTOR GENERAL,CHAPINERO ALTO,11000,0,11000,35-50 min,8.5
233,SECTOR GENERAL,NUEVA GRANADA,11000,0,11000,35-50 min,8.5
234,SECTOR GENERAL,RONDINELA,11000,0,11000,35-50 min,8.5
235,SECTOR GENERAL,PRADERA,11000,0,11000,35-50 min,8.5
236,SECTOR GENERAL,CONDOMINIO PUERTA DEL SOL,11000,0,11000,35-50 min,8.5
237,SECTOR GENERAL,"CONJUNTO RESIDENCIAL CAMBULOS 1,2,3",11000,0,11000,35-50 min,8.5
238,SECTOR GENERAL,"COJUNTO RESIDENCIAL SAN ANGEL 1,2",11000,0,11000,35-50 min,8.5
239,SECTOR GENERAL,CONJUNTO PRADROS DE SAN FRANCISCO,11000,0,11000,35-50 min,8.5
240,SECTOR GENERAL,"SAN ANGEL 1,2",11000,0,11000,35-50 min,8.5
241,SECTOR GENERAL,"LOS CAMBULOS 1,2,3",11000,0,11000,35-50 min,8.5
242,SECTOR GENERAL,PANORAMA DEL CAMPO,11000,0,11000,35-50 min,8.5
243,SECTOR GENERAL,LA ARENERA,11000,0,11000,35-50 min,8.5
244,SECTOR GENERAL,CAUDAL,11000,0,11000,35-50 min,8.5
245,SECTOR GENERAL,CONJUNTO TRIANGULO,11000,0,11000,35-50 min,8.5
246,SECTOR GENERAL,EDIFICIO MONTEBELLO,11000,0,11000,35-50 min,8.5
247,SECTOR GENERAL,"TORRES DEL CAUDAL 1,2",11000,0,11000,35-50 min,8.5
248,SECTOR GENERAL,TERRAZAS DEL LLANO,12000,0,12000,35-50 min,8.5
249,SECTOR GENERAL,TORRRES CLUB,12000,0,12000,35-50 min,8.5
250,SECTOR GENERAL,CLUB META,12000,0,12000,35-50 min,8.5
251,SECTOR GENERAL,EDIFICIO PLAZA,12000,0,12000,35-50 min,8.5
252,SECTOR GENERAL,ALAMEDA ORIENTAL CAUDAL,12000,0,12000,35-50 min,8.5
253,SECTOR GENERAL,EDIFICIO COSTA BELLA CAUDAL ALTO,12000,0,12000,35-50 min,8.5
254,SECTOR GENERAL,EDIDIFICIO AGORA,12000,0,12000,35-50 min,8.5
255,SECTOR GENERAL,CONJUNTO ARAGUANEY CAUDAL,12000,0,12000,35-50 min,8.5
256,SECTOR GENERAL,HOTEL DEL LLANO,12000,0,12000,35-50 min,8.5
257,SECTOR GENERAL,EDIFICIO BELLO HORISONTE CAUDAL,12000,0,12000,35-50 min,8.5
258,SECTOR GENERAL,CONJUNTO SARARE CAUDAL,12000,0,12000,35-50 min,8.5
259,SECTOR GENERAL,VALLES DE ARAGON,12000,0,12000,35-50 min,8.5
260,SECTOR GENERAL,GAVIOTAS,12000,0,12000,35-50 min,8.5
261,SECTOR GENERAL,FIKUS,12000,0,12000,35-50 min,8.5
262,SECTOR GENERAL,VILLAMELIA,12000,0,12000,35-50 min,8.5
263,SECTOR GENERAL,ACAPULCO,12000,0,12000,35-50 min,8.5
264,SECTOR GENERAL,KIRPAS,12000,0,12000,35-50 min,8.5
265,SECTOR GENERAL,VILLA SAMPER,12000,0,12000,35-50 min,8.5
266,SECTOR GENERAL,SABANA DE KIRPAS,12000,0,12000,35-50 min,8.5
267,SECTOR GENERAL,CAROLINA KIRPAS,12000,0,12000,35-50 min,8.5
268,SECTOR GENERAL,MIRADOR DEL LLANO 2,12000,0,12000,35-50 min,8.5
269,SECTOR GENERAL,CAVIVIR,12000,0,12000,35-50 min,8.5
270,SECTOR GENERAL,SOCIEGO KIRPAS,12000,0,12000,35-50 min,8.5
271,SECTOR GENERAL,MALOCAS,12000,0,12000,35-50 min,8.5
272,SECTOR GENERAL,METROPOLITANA KIRPAS,12000,0,12000,35-50 min,8.5
273,SECTOR GENERAL,VIVERO BIOAGRICOLA,12000,0,12000,35-50 min,8.5
274,SECTOR GENERAL,SANATONIO,12000,0,12000,35-50 min,8.5
275,SECTOR GENERAL,VILLA MARINA,12000,0,12000,35-50 min,8.5
276,SECTOR GENERAL,BRILLANTE,12000,0,12000,35-50 min,8.5
277,SECTOR GENERAL,"LA ROSITA ETAPA 1,2,3,",12000,0,12000,35-50 min,8.5
278,SECTOR GENERAL,DOÑA LUZ,12000,0,12000,35-50 min,8.5
279,SECTOR GENERAL,PANCANDE,12000,0,12000,35-50 min,8.5
280,SECTOR GENERAL,CHORILLANOS,12000,0,12000,35-50 min,8.5
281,SECTOR GENERAL,REMANSOS DE ROSABLANCA,12000,0,12000,35-50 min,8.5
282,SECTOR GENERAL,CONDOMINIO SAN SEBASTIAN,12000,0,12000,35-50 min,8.5
283,SECTOR GENERAL,"CONDOMINIO SANTA MARIA 1,2",12000,0,12000,35-50 min,8.5
284,SECTOR GENERAL,SEPTIMA BRIGADA DISTRITO MILITAR,12000,0,12000,35-50 min,8.5
285,SECTOR GENERAL,CONJUNTO BULEVAR CODEM,12000,0,12000,35-50 min,8.5
286,SECTOR GENERAL,BOSQUE DE ROSABLANCA,12000,0,12000,35-50 min,8.5
287,SECTOR GENERAL,CONDOMINIO BOSQUES DE ARRAYANES,12000,0,12000,35-50 min,8.5
288,SECTOR GENERAL,RESERVAS DEL BOSQUE,12000,0,12000,35-50 min,8.5
289,SECTOR GENERAL,CONJUNTO VILLA EMAUS,11000,0,11000,35-50 min,8.5
290,SECTOR GENERAL,"CASIBARE 1,2",11000,0,11000,35-50 min,8.5
291,SECTOR GENERAL,CONJUNTO REMANSOS DEL BOSQUE,11000,0,11000,35-50 min,8.5
292,SECTOR GENERAL,VILLAS DEL MEDITERRANEO,11000,0,11000,35-50 min,8.5
293,SECTOR GENERAL,"SAN SILVESTRE 1,2,",11000,0,11000,35-50 min,8.5
294,SECTOR GENERAL,AGUAS CLARAS,11000,0,11000,35-50 min,8.5
295,SECTOR GENERAL,"ESPERANZA ETAPA 6,7,8",11000,0,11000,35-50 min,8.5
296,SECTOR GENERAL,ESPERANZA ETAPA,11000,0,11000,35-50 min,8.5
297,SECTOR GENERAL,BIBLIOTECA GERMAN ARCINIEGAS,11000,0,11000,35-50 min,8.5
298,SECTOR GENERAL,PUESTO DE SALUD ESPERANZA,11000,0,11000,35-50 min,8.5
299,SECTOR GENERAL,ROSABLANCA HORIENTAL,11000,0,11000,35-50 min,8.5
300,SECTOR GENERAL,LA VEGA,11000,0,11000,35-50 min,8.5
301,SECTOR GENERAL,VILLA BOLIVAR,11000,0,11000,35-50 min,8.5
302,SECTOR GENERAL,PARQUE VILLA BOLIVAR,11000,0,11000,35-50 min,8.5
303,SECTOR GENERAL,VILLA CLAUDIA,11000,0,11000,35-50 min,8.5
304,SECTOR GENERAL,URBANIZACION GUATIQUIA,11000,0,11000,35-50 min,8.5
305,SECTOR GENERAL,GARCIA BORQUES,11000,0,11000,35-50 min,8.5
306,SECTOR GENERAL,LA SIJIN,11000,0,11000,35-50 min,8.5
307,SECTOR GENERAL,COLEGIO GIMNASIO CAMPESTRE,11000,0,11000,35-50 min,8.5
308,SECTOR GENERAL,ACACIAS,11000,0,11000,35-50 min,8.5
309,SECTOR GENERAL,CONDOMINIO GALICIA,11000,0,11000,35-50 min,8.5
310,SECTOR GENERAL,CONJUNTO PLENAVIDA,11000,0,11000,35-50 min,8.5
311,SECTOR GENERAL,CONJUNTO 2001 ESPERANZA,11000,0,11000,35-50 min,8.5
312,SECTOR GENERAL,MULTIFAMILIARES LA ESPERENZA,11000,0,11000,35-50 min,8.5
313,SECTOR GENERAL,EDIFICIO NOGALES,11000,0,11000,35-50 min,8.5
314,SECTOR GENERAL,CORALINA,11000,0,11000,35-50 min,8.5
315,SECTOR GENERAL,ALBORADA,11000,0,11000,35-50 min,8.5
